150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,147.222134469602,149.6839399291101,150.0,0,0
150.0,150.0,106.60365886109511,108.3773570993793,150.0,-1,0
145.25233258449285,78.33830483688668,63.391991029376136,72.37603088040075,135.03749592793426,-1,1
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,146.06591071939923,-5,0
150.0,150.0,126.9961012111958,86.02640547347406,65.596984701974,-3,0
147.00507927445548,89.3577229702969,56.54721798675327,46.50738419112802,53.733864075225334,1,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,134.28898584585443,150.0,-1,0
150.0,150.0,106.34194644984208,100.5804909014891,150.0,-1,0
150.0,82.74558413205666,61.38533179119642,65.12217791912516,105.03606370661208,0,1
150.0,150.0,150.0,150.0,150.0,4,0
72.20948162610536,150.0,150.0,150.0,150.0,2,0
56.61057298833714,150.0,150.0,150.0,150.0,0,0
51.487242285569536,150.0,150.0,150.0,150.0,-3,0
150.0,149.21025746064544,150.0,150.0,150.0,0,0
147.7256036415442,115.47596100695964,128.33834752833644,150.0,150.0,1,0
122.38102599246461,81.84151288413257,80.82067989430726,116.38200521548801,150.0,-2,0
49.9358503931315,44.59016293612349,56.07316625565764,135.4347769859633,150.0,2,1
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,147.25615620236945,0,0
150.0,150.0,150.0,150.0,150.0,-4,0
150.0,150.0,150.0,122.82527713751472,150.0,0,0
150.0,150.0,150.0,102.75794496945682,150.0,2,0
